QuestionText,"S.7. The following function takes two strings as parameters and returns a string. Which of the following docstrings is a correct description of what this function does?

def compute(word1, word2):
    t = []
    for letter in word1:
        if letter in word2:
            t.append(letter)
    return ''.join(t)",
Points,1,
Difficulty,1,
Option,0,a) Returns the letters that appear in either word1 or word2 or both.
Option,0,b) Returns the letters that appear in either word1 or word2 but not both.
Option,0,c) Returns the letters that appear in word1 but not word2.
Option,100,d) Returns the letters that appear in both word1 and word2.
Feedback,This function returns a string that contains the letters that appear in both word1 and word2. See Chapter 7.,
NewQuestion,MC,
Title,,
QuestionText,"S.8. This function is intended to convert the first letter of a word to lowercase and the rest of the letters to uppercase.

def lower_upper(wor**d):
    first = word[0]
    rest = word[1:]
    word = first.lower() + rest.upper()

What is the value of word if we call this function like this -- or is there an error?
word = lower_upper('Python')",
Points,1,
Difficulty,1,
Option,0,a) The result is a syntax error because a : character cannot appear inside the bracket operator.
Option,0,b) The result is a runtime error because 0 is not a valid index.
Option,0,c) The program is correct -- the value of word is 'pYTHON'.
Option,100,d) The program contains a logic error -- the value of word is None.
Feedback,"The function has no return statement, so it returns None. Assigning a new value to the parameter word has no effect outside the function. See Chapter 9.",
NewQuestion,MC,
Title,,
QuestionText,"S.9. If we use the search function in the re module, which of the following strings matches this pattern: r'^a(bc|de)f$'?",
Points,1,
Difficulty,1,
Option,0,a) 'abcdef'
Option,0,b) 'zadef'
Option,0,c) 'abc'
Option,100,d) 'adef'
Feedback,"This string has 'a' at the beginning 'f' at the end, and 'de' in the middle. See Chapter 8.",
NewQuestion,MC,
Title,,
QuestionText,"S.10. What is the result of this program?
t = [1, 2, 3, 4]
t[1:-1]",
Points,1,
Difficulty,1,
Option,0,a) An IndexError because -1 is not a legal index.
Option,0,"b) [1, 2, 3]"
Option,0,"c) [2, 3, 4]"
Option,100,"d) [2, 3]"
Feedback,"The slice index 1:-1 selects elements from the second to the second-to-last, including both. See Chapter 9.",
NewQuestion,MC,
Title,,
QuestionText,"S.11. After these statements run, what are the values of a and b, or is there an error?
a, b = 1, 2
a, b = b, a",
Points,1,
Difficulty,1,
Option,0,a) There is a runtime error because the values on the right are tuples.
Option,0,b) There is a syntax error because the assignment statement has more than one variable.
Option,0,c) a is 1 and b is 2.
Option,100,d) a is 2 and b is 1.
Feedback,"After the first assignment a is 1 and b is 2, and then the second assignment swaps the values. See Chapter 11.",
NewQuestion,MC,
Title,,
QuestionText,S.12. Why can't a list appear as a key in a dictionary?,
Points,1,
Difficulty,1,
Option,0,a) The elements in a list might not be totally ordered.
Option,0,b) The elements in a list can be different types.
Option,0,c) Lists can contain any number of elements.
Option,100,"d) Lists are mutable, which makes them unhashable."
Feedback,"If an object is mutable, it isn't hashable, which means it can't be used as a key in a dictionary. See Chapter 10, chaptertitle"" and Chapter 11.""",
NewQuestion,MC,
Title,,
QuestionText,S.13. What is the primary difference between a list and a tuple?,
Points,1,
Difficulty,1,
Option,0,a) A list can contain any type; a tuple can only contain hashable types.
Option,0,b) A tuple can contain any type; a list can only contain hashable types.
Option,0,c) A tuple is mutable; a list is immutable.
Option,100,d) A list is mutable; a tuple is immutable.
Feedback,A tuple is immutable. See Chapter 11.,
NewQuestion,MC,
Title,,
QuestionText,"S.14. Which of these is a correct way to reverse the elements of a list in place -- that is, by modifying an existing list without creating a new list?",
Points,1,
Difficulty,1,
Option,0,a) t = reversed(t)
Option,0,b) reversed(t)
Option,0,c) t = t.reverse()
Option,100,d) t.reverse()
Feedback,t.reverse() reverses the elements of t without creating a new list. See Chapter 11.,
NewQuestion,MC,
Title,,
QuestionText,"S.15. What is the result of this program?
s = ['bbb', 'aa', 'c']
sorted(s, key=len, reverse=True)",
Points,1,
Difficulty,1,
Option,0,"a) ['aa', 'bbb', 'c']"
Option,0,"b) ['c', 'aa', 'bbb']"
Option,0,"c) ['c', 'bbb', 'aa']"
Option,100,"d) ['bbb', 'aa', 'c']"
Feedback,"key=len sorts by length, rather than alphabetical order, and reverse=True sorts in descending order, so the result is ['bbb', 'aa', 'c']. See Chapter 12.",
NewQuestion,MC,
Title,,
QuestionText,"S.16. What does the following function do?
def compute(d1, d2):
    res = {}
    for key in d1:
        res[key] = d1[key]
    for key in d2:
        res[key] = d2[key]
    return res",
Points,1,
Difficulty,1,
Option,0,a) Adds the keys from d1 to d2.
Option,0,b) Adds the keys from d2 to d1.
Option,0,c) Makes a new dictionary with all keys that are in both d1 and d2.
Option,100,d) Makes a new dictionary with all keys that are in either d1 or d2.
Feedback,"The new dictionary has all keys from either dictionary. If the same key appears in both, it gets the value from d2. See Chapter 12.",
NewQuestion,MC,
Title,,
QuestionText,"S.17. Suppose we run the following program to get the current working directory:
import os

os.getcwd()
And the result is /home/dinsdale/photos. Now suppose we run the following program to check for the existence of a file:
os.path.exists('apr-2023/photo1.jpg')
What is the absolute path of the file that gets checked?",
Points,1,
Difficulty,1,
Option,0,a) 'photo1.jpg'
Option,0,b) 'apr-2023/photo1.jpg'
Option,0,c) '/home/dinsdale/photo1.jpg'
Option,100,d) '/home/dinsdale/photos/apr-2023/photo1.jpg'
Feedback,"Because 'apr-2023/photo1.jpg' is a relative path, it gets joined to the current working directory. See Chapter 13.",
NewQuestion,MC,
Title,,
QuestionText,"What is the result of this program?
class Day:
    def __init__(self, day):
        self.day = day

    def __str__(date):
        return f'Today is {date.day}'
 
print(Day('Wednesday'))",
Points,1,
Difficulty,1,
Option,0,a) f'Today is Wednesday'
Option,0,b) 'Today is {Wednesday}'
Option,0,c) f'Today is {date.day}'
Option,100,d) 'Today is Wednesday'
Feedback,"In a format string, the expression in curly braces gets replaced by its value. See Chapter 15.",
NewQuestion,MC,
Title,,
QuestionText,"S.19. Assuming that the Animal class exists, what is the output of this program?
class Cat(Animal):
    """"""Represents a cat.""""""
 \n   
cat = Cat()
isinstance(cat, Animal)",
Points,1,
Difficulty,1,
Option,0,a) False because an instance of a parent class is not an instance of the child class.
Option,0,b) False because an instance of a child class is not an instance of the parent class.
Option,0,c) True because every instance of a parent class is also an instance of the child class.
Option,100,d) True because every instance of a child class is also an instance of the parent class.
Feedback,"In this example, Cat is a child class of Animal, so every Cat object is also an instance of Animal. See Chapter 17.",
NewQuestion,MC,
Title,,
QuestionText,"S.20. What is the result of this program?
from collections import namedtuple
\n
Point = namedtuple('Point', ['x', 'y'])
p = Point(3, 4)
p[1]",
Points,1,
Difficulty,1,
Option,0,a) AttributeError because the attributes of p are x and y.
Option,0,b) IndexError because the attributes of p are x and y.
Option,0,c) because p is a namedtuple and the element with index 1 is 3.
Option,100,d) 4 because p is a namedtuple and the element with index 1 is 4.
Feedback,In a named tuple -- as in a tuple -- the index of the second element is 1. See Chapter 18.,
NewQuestion,MC,
Title,,
QuestionText,"S.21. We can call the built-in function round like this:
import math

round(math.pi, ndigits=3)
The result is the value of math.pi round off to three decimal places. 

Now suppose we have the positional argument in a tuple and the keyword argument in a dictionary, like this:
args = (math.pi,)
kwargs = {""ndigits"": 3}

Which of these is a correct way to call round and get the same result?",
Points,1,
Difficulty,1,
Option,0,"a) round(args, kwargs)"
Option,0,"b) round(*args, kwargs)"
Option,0,"c) round(**args, *kwargs)"
Option,100,"d) round(*args, *kwargs)"
Feedback,The operator unpacks the elements of args and the * operator unpacks the items in kwargs. See Chapter 18.,
